연번,시군,읍면동,시설종류,시설용도(공공용 시설건물 주용도),민방위대피시설명칭,주소(도로명 주소),주소(지번 주소),대피가능면적(제곱미터),대피 가능인원(명)
1,포항시,연일읍,공공용,주거시설,대림한숲 3차,"포항시 남구 연일읍 유강길10번길 33-4, 37",연일읍 594-3번지,1738,1738
2,포항시,연일읍,공공용,주거시설,대림한숲1차 1P,"포항시 남구 연일읍 유강길9번길 61, 62",연일읍 581-1번지,1653,1653
3,포항시,연일읍,공공용,주거시설,대림한숲1차 3P,"포항시 남구 연일읍 유강길9번길 61, 62",연일읍 581-1번지,13800,13800
4,포항시,연일읍,공공용,주거시설,대림한숲1차 5P,"포항시 남구 연일읍 유강길9번길 61, 62",연일읍 581-1번지,13800,13800
5,포항시,연일읍,공공용,주거시설,대림한숲1차 7P,"포항시 남구 연일읍 유강길9번길 61, 62",연일읍 581-1번지,13800,13800
6,포항시,연일읍,공공용,주거시설,대림한숲1차 9P,"포항시 남구 연일읍 유강길9번길 61, 62",연일읍 581-1번지,13800,13800
7,포항시,장량동,공공용,주거시설,현진에버빌 2단지,"북구 성실로 50(장성동, 현진에버빌2단지아파트)",장성동 1608번지,21560,21560
8,포항시,환여동,공공용,주거시설,해맞이그린빌2단지P1,포항시 북구 환여동 환호로24,환호동 409-1번지,3597,3597
9,포항시,환여동,공공용,주거시설,해맞이그린빌2단지P3,포항시 북구 환여동 환호로24,환호동 296-1,2039,2039
10,포항시,구룡포,공공용,주거시설,해뜨는 마을,포항시 남구 구룡포읍 병포길 124-6,구룡포읍 병포리 122번지,6064,6064
11,포항시,구룡포,공공용,상업시설,여의주타워,포항시 남구 구룡포읍 호미로 225,구룡포읍 962-1번지,2258,2258
12,포항시,연일읍,공공용,주거시설,형산강변타운,포항시 남구 연일읍 연일로 130,연일읍 399번지,1735,1735
13,포항시,연일읍,공공용,상업시설,대협타워,포항시 남구 연일읍 연일로199번길 24,연일읍 8-3번지,216,216
14,포항시,연일읍,공공용,주거시설,대림한숲타운2차(202),포항시 남구 연일읍 유강길9번길 57,연일읍 581번지,7960,7960
15,포항시,연일읍,공공용,주거시설,유강늘푸른마을,포항시 남구 연일읍 유강길9번길 56,연일읍 581-4번지,921,921
16,포항시,연일읍,공공용,주거시설,유강우방(101),포항시 남구 연일읍 유강길 32,연일읍 593-1,2301,2301
17,포항시,연일읍,공공용,주거시설,유강우방타운(102),포항시 남구 연일읍 유강길 32,연일읍 593-1,1093,1093
18,포항시,오천읍,공공용,주거시설,주은리버타운,포항시 남구 오천읍 해병로 283,오천읍 455번지,4231,4231
19,포항시,오천읍,공공용,주거시설,천마타운1차,포항시 남구 오천읍 정몽주로 333,오천읍 1188-242번지,4790,4790
20,포항시,오천읍,공공용,주거시설,용산타운,포항시 남구 오천읍 정몽주로 164,오천읍 313-5번지,1326,1326
21,포항시,효곡동,공공용,주거시설,승리아파트,"포항시 남구 효곡동 지곡로 20, 1동",지곡동 253-6번지,372,372
22,포항시,효곡동,공공용,주거시설,승리아파트,"포항시 남구 효곡동 지곡로 20, 3동",지곡동 253-6번지,372,372
23,포항시,효곡동,공공용,주거시설,낙원아파트,"포항시 남구 효곡동 지곡로 102, 7동",지곡동 110-9번지,492,492
24,포항시,효곡동,공공용,주거시설,낙원아파트,"포항시 남구 효곡동 지곡로 102, 8동",지곡동 110-9번지,492,492
25,포항시,효곡동,공공용,주거시설,낙원아파트,"포항시 남구 효곡동구 지곡로 102, 9동",지곡동 110-9번지,492,492
26,포항시,효곡동,공공용,주거시설,그린빌라,"포항시 남구 효곡동 지곡로 319, 307동",지곡동 640-1번지,552,552
27,포항시,효곡동,공공용,주거시설,그린빌라,"포항시 남구 효곡동 지곡로 319, 316동",지곡동 640-1번지,552,552
28,포항시,효곡동,공공용,주거시설,그린빌라,"포항시 남구 효곡동 지곡로 319, 318동",지곡동 640-1번지,552,552
29,포항시,효곡동,공공용,주거시설,그린빌라,"포항시 남구 효곡동 지곡로 303, 320동",지곡동 640-1번지,552,552
30,포항시,효곡동,공공용,주거시설,그린빌라,"포항시 남구 효곡동 지곡로 303, 332동 ",지곡동 640-1번지,552,552
31,포항시,효곡동,공공용,주거시설,효자웰빙타운에스케이뷰 1차,포항시 남구 효곡동 새천년대로 306,효자동 566번지,12000,12000
32,포항시,효곡동,공공용,주거시설,교수아파트,포항시 남구 효곡동 지곡로 155,지곡동 377-2번지,4021,4021
33,포항시,상대동,공공용,상업시설,벨류플러스 지하,포항시 남구 상대동 중흥로 77(상도동),상도동 582번지,29402,29402
34,포항시,상대동,공공용,문화·집회시설,문화예술회관 지하,포항시 남구 상대동 희망대로 850(대도동),대도동 303-1번지,2484,2484
35,포항시,상대동,공공용,상업시설,KT전화국 지하,포항시 남구 상대동 포스코대로 346(대도동),대도동 135-19번지,2293,2293
36,포항시,용흥동,공공용,주거시설,현대타워2차아파트,포항시 북구 용흥동 새마을로 26,용흥동 66-1번지,7390,7390
37,포항시,용흥동,공공용,주거시설,성봉 우미타운,포항시 북구 용흥동 용흥로 322,용흥동 419번지,5023,5023
38,포항시,용흥동,공공용,주거시설,제일프리미엄,포항시 북구 용흥동 용흥로 292번길 11,용흥동 424-7번지,816,816
39,포항시,용흥동,공공용,주거시설,쌍용아파트,포항시 북구 용흥동 용흥로 354,용흥동 17번지,5153,5153
40,포항시,해도동,공공용,기타시설,학산타워, 포항시 남구 해도동 중앙로 154,해도동 33-12번지,4588,4588
41,포항시,해도동,공공용,의료시설,등정형외과, 포항시 남구 해도동 중앙로 102,해도동 46-2번지,350,350
42,포항시,장량동,공공용,주거시설,장성청구하이츠 아파트,"북구 삼흥로 100-22(장성동, 장성청구하이츠)",장성동 134-1번지,1456,1456
43,포항시,장량동,공공용,주거시설,럭키장성아파트(2단지),"북구 삼흥로 50-13(장성동, 럭키장성아파트)",장성동 1351번지,2700,2700
44,포항시,장량동,공공용,주거시설,창포청구아파트(제2주차장),"북구 새천년대로1123번길 14(장성동, 창포청구타운)",장성동 1343번지,2085,2085
45,포항시,장량동,공공용,주거시설,창포청구아파트(제4주차장),"북구 새천년대로1123번길 14(장성동, 창포청구타운)",장성동 1343번지,2085,2085
46,포항시,장량동,공공용,주거시설,창포보성아파트 지하주차장 1층,"북구 새천년대로1123번길 28(장성동, 창포보성아파트)",장성동 1342번지,2400,2400
47,포항시,장량동,공공용,주거시설,산호그린7차아파트 지하주차장,"북구 삼흥로88번길 11(장성동, 산호그린7차아파트)",장성동 1364-1번지,3950,3950
48,포항시,장량동,공공용,주거시설,장성현대아파트 전체 동의 지하주차장,"북구 장량로113번길 30(장성동, 장성현대아파트)",장성동 1408-1번지,4300,4300
49,포항시,중앙동,공공용,주거시설,우방비치제1지하주차장,포항시 북구 중앙동 삼호로 175(항구동 13),항구동 13번지,3058,3058
50,포항시,중앙동,공공용,주거시설,우방비치제3지하주차장,포항시 북구 중앙동 삼호로 175(항구동 13),항구동 13번지,7036,7036
51,포항시,장량동,공공용,주거시설,양덕풍림아이원,"북구 양덕로 60(양덕동, 풍림아이원아파트)",양덕동 1731번지,48590,48590
52,포항시,장량동,공공용,주거시설,장량휴먼시아(101-102),"북구 장량중앙로 17(양덕동, 장량휴먼시아)",장성동 336-1번지,1636,1636
53,포항시,장량동,공공용,주거시설,"장량휴먼시아(103-104,109)","북구 장량중앙로 17(양덕동, 장량휴먼시아)",장성동 336-1번지,3040,3040
54,포항시,장량동,공공용,주거시설,"장량휴먼시아(105,106,107,108)","북구 장량중앙로 17(양덕동, 장량휴먼시아)",장성동 336-1번지,2104,2104
55,포항시,장량동,공공용,주거시설,양덕삼성쉐르빌(101-108),"북구 양덕로50번길 33(양덕동, 삼성쉐르빌아파트)",양덕동 1732번지,32143,32143
56,포항시,장량동,공공용,주거시설,양덕2차e-편한세상(201-203),"북구 천마로90번길 11(양덕동, 2차이편한세상아파트)",양덕동 1448번지,26948,26948
57,포항시,대이동,공공용,주거시설,대잠센트럴하이츠,남구 희망대로 520,대잠동 1009번지,11358,11358
58,포항시,대이동,공공용,주거시설,이동그린빌명품,남구 대이로 138,대잠동 664-5번지,5616,5616
59,포항시,대이동,공공용,관공서,포항시청,남구 시청로 1,대잠동 1001번지,3520,3520
60,포항시,중앙동,공공용,기타시설,서산터널,포항시 북구 중앙동 서동로 40(신흥동산8-4),신흥동 8-4번지,185,185
61,포항시,오천읍,공공용,주거시설,우방신세계2차,포항시 남구 오천읍 해병로 127,오천읍 463번지,3011,3011
62,포항시,중앙동,공공용,주거시설,롯데백화점,포항시 북구 중앙동 학산로 62(학산동),학산동 127-9번지,5404,5404
63,포항시,죽도동,공공용,상업시설,KEB하나은행,포항시  북구 죽도동 112-14,포항시  북구 죽도동 112-14번지,1110,1110
64,포항시,죽도동,공공용,상업시설,삼성생명,포항시 북구 죽도동 627-13,포항시 북구 죽도동 627-13번지,8177,8177
65,포항시,죽도동,공공용,상업시설,교보생명,포항시 북구 죽도동 715-7,포항시 북구 죽도동 715-7번지,2341,2341
66,포항시,환여동,공공용,상업시설,청소년수련관, 포항시 북구 환여동 환호로533,환호동 185번지,165,165
67,포항시,청림동,공공용,상업시설,㈜티씨씨 한진,포항시 남구 청림동 동해안로 6045,청림동 934-1번지,1289,1289
68,포항시,청림동,공공용,주거시설,진달래2차나동,포항시 남구 청림동 정몽주로879번길 28,청림동 1174-2번지,803,803
69,포항시,청림동,공공용,주거시설,동해진달래 나동,포항시 남구 청림동 정몽주로861번길 19,청림동 1180번지,669,669
70,포항시,청림동,공공용,주거시설,동해진달래 다동,포항시 남구 청림동 정몽주로861번길 19,청림동 1180번지,669,669
71,포항시,청림동,공공용,주거시설,한빛타운 A동,포항시 남구 청림동 동해안로5876번길 6,일월동 207-1번지,358,358
72,포항시,두호동,공공용,주거시설,우방신천지타운,포항시 북구 두호동 새천년대로 1020번길 12,두호동 753번지,31846,31846
73,포항시,두호동,공공용,주거시설,우방하이츠,포항시 북구 두호동 학전로 10,두호동 919번지,2918,2918
74,포항시,두호동,공공용,주거시설,동아금강맨션,포항시 북구 두호동 용두산길 74,두호동 1070번지,2997,2997
75,포항시,두호동,공공용,주거시설,산호녹원맨션,포항시 북구 두호동 삼흥로 100번길 43,두호동 1074번지,2454,2454
76,포항시,두호동,공공용,주거시설,천호타운,포항시 북구 두호동 삼흥로 100번길 24,두호동 1069번지,1562,1562
77,포항시,송도동,공공용,주거시설,태왕아너스A,포항시 남구 송도동 서동로 162,송도동 254-70번지,18265,18265
78,포항시,제철동,공공용,주거시설,우방신세계타운 1차,포항시남구 제철동 해병로 125,인덕동 7번지,3140,3140
79,포항시,흥해읍,공공용,주거시설,대흥온천맨션,포항시 북구 흥해읍 신흥로 861번길 8,흥해읍 312번지,926,926
80,포항시,흥해읍,공공용,주거시설,한동맨션,포항시 북구 흥해읍 신흥로 870,흥해읍 198번지,1158,1158
81,포항시,흥해읍,공공용,주거시설,금성타워맨션,포항시 북구 흥해읍 남미질로 47,흥해읍 356번지,1323,1323
82,포항시,흥해읍,공공용,주거시설,대유타운,포항시 북구 흥해읍 달전로 291,흥해읍 424번지,8572,8572
83,포항시,흥해읍,공공용,주거시설,삼도드림파크-114동,포항시 북구 흥해읍 달전로 365(삼도드림파크),흥해읍 929번지,3672,3672
84,포항시,흥해읍,공공용,주거시설,삼도뷰엘빌-111동,포항시 북구 흥해읍 도음로 877번길 15,흥해읍 454번지,9102,9102
85,포항시,양학동,공공용,주거시설,삼성푸른아파트,포항시 북구 양학동 양학로 59,득량동 155번지,3041,3041
86,포항시,양학동,공공용,주거시설,경성양학마을,포항시 북구 양학동 양학로 149,득량동 216번지,972,972
87,포항시,양학동,공공용,주거시설,이동삼성아파트(109동),포항시 북구 양학동 이동로 48-11,득량동 303번지,3430,3430
88,포항시,양학동,공공용,주거시설,이동삼성아파트(102동),포항시 북구 양학동 이동로 48-11,득량동 303번지,4786,4786
89,포항시,양학동,공공용,주거시설,학잠 보성아파트(105동),포항시 북구 양학동 양학로 70-30,학잠동 114-1번지,5018,5018
90,포항시,양학동,공공용,주거시설,학잠 동아아파트(106동),포항시 북구 양학동 양학로 70-30,학잠동 203번지,4405,4405
91,포항시,양학동,공공용,주거시설,대림힐타운(101동),포항시 북구 양학동 양학로34번길 14,학잠동 21-1번지,1946,1946
92,포항시,양학동,공공용,주거시설,대림힐타운(103동),포항시 북구 양학동 양학로34번길 14,학잠동 21-1번지,117,117
93,포항시,양학동,공공용,주거시설,대림힐타운(105동),포항시 북구 양학동 양학로34번길 14,학잠동 21-1번지,220,220
94,포항시,양학동,공공용,주거시설,대림힐타운(107동),포항시 북구 양학동 양학로34번길 14,학잠동 21-1번지,682,682
95,포항시,양학동,공공용,주거시설,대림힐타운(109동),포항시 북구 양학동 양학로34번길 14,학잠동 21-8번지,984,984
96,포항시,양학동,공공용,주거시설,신흥아델리움,포항시 북구 양학동 양학로 119,득량동 303-8번지,731,731
97,포항시,우창동,공공용,주거시설,금호어울림아파트,포항시 북구 우창동 우창동로 157,창포동 산92번지 3호,14300,14300
98,포항시,우창동,공공용,주거시설,대동우방타운(1),포항시 북구 우창동 중앙로 419번길 21,우현동 94-8번지,3481,3481
99,포항시,장량동,공공용,주거시설,장성대림골든빌(제2주차장),"북구 침촌로 20(장성동, 장성대림골든빌아파트)",장성동 1578-1번지,1990,1990
100,포항시,장량동,공공용,주거시설,장성대림골든빌(제4주차장),"북구 침촌로 20(장성동, 장성대림골든빌아파트)",장성동 1578-1번지,4378,4378
101,포항시,장량동,공공용,주거시설,장성롯데낙천대(제1주차장),"북구 법원로40번길 38(장성동, 롯데낙천대아파트)",장성동 1455-1번지,5000,5000
102,포항시,장량동,공공용,주거시설,장성롯데낙천대(제3주차장),"북구 법원로40번길 38(장성동, 롯데낙천대아파트)",장성동 1455-1번지,6600,6600
103,포항시,두호동,공공용,주거시설,창포아이파크1차,포항시 북구 두호동 대곡로 7,두호동 1103-3번지,9017,9017
104,포항시,중앙동,공공용,주거시설,청운우방지하주차장,포항시 북구 중앙동 학전로 37(학산동),두호동 6-2번지,5901,5901
105,포항시,연일읍,공공용,주거시설,삼도한솔1차,"포항시 남구 연일읍 연일로 142, 144",연일읍 333-3번지,976,976
106,포항시,연일읍,공공용,주거시설,삼도한솔2차,"포항시 남구 연일읍 연일로 150, 154",연일읍 390-3번지,465,465
107,포항시,연일읍,공공용,주거시설,삼도한솔3차,포항시 남구 연일읍 철강로 71,연일읍 141-1번지,1709,1709
108,포항시,오천읍,공공용,주거시설,부영1차, 포항시 남구 오천읍 남원로 83,오천읍 893-15번지,11065,11065
109,포항시,오천읍,공공용,주거시설,부영2차, 포항시 남구 오천읍 남원로 85,오천읍 892번지,20914,20914
110,포항시,오천읍,공공용,주거시설,부영3차, 포항시 남구 오천읍 남원로 86-19,오천읍 1000번지,26879,26879
111,포항시,오천읍,공공용,주거시설,부영5차,포항시 남구 오천읍 중원로 71-30,오천읍 원리 997번지,28239,28239
112,포항시,우창동,공공용,주거시설,신동아베르디1차,포항시 북구 우창동 우창로 20,우현동 540번지,14300,14300
113,포항시,우창동,공공용,주거시설,신동아파밀리에3차,포항시 북구 우창동 우창동로 40,우현동 539-1번지,14300,14300
114,포항시,흥해읍,공공용,주거시설,삼도미래1차,포항시 북구 흥해읍 도음로 877번길 9,흥해읍 학천리 456번지,2837,2837
115,포항시,흥해읍,공공용,주거시설,삼도미래2차,포항시 북구 흥해읍 도음로 902,흥해읍 학천리 806-5번지,1786,1786
116,경주시,선도동,공공용,주거시설,대우1차아파트 지하주차장 1층,경상북도 경주시 충효녹지길 142-9,경주시 충효동 2927번지,4085.95,4085
117,경주시,선도동,공공용,주거시설,대우2차아파트 지하주차장 1층,경상북도 경주시 충효5길 13,경주시 충효동 2942번지,3923.97,3923
118,경주시,감포읍,공공용,관공서,감포읍 행정복지센터 지하실 1층,감포읍 감포로8길 14-8,감포읍 감포리 56번지 2호,476.03,476
119,경주시,감포읍,공공용,주거시설,남호비치아파트 지하주차장 1층,감포읍 동해안로 2233,감포읍 감포리 605번지,991.74,991
120,경주시,안강읍,공공용,주거시설,안강우방타운 지하주차장 1층,경상북도 경주시 안강읍 구부랑길 73,경상북도 경주시 안강읍 산대리 2380,4628,4628
