순번,연번,사고일자,소방접수시간,사고업체명,주소,시도,시군구,사고내용,사고원인,사고유형,제1사고물질,제2사고물질,제3사고물질,사망_직접,사망_기타,부상_직접,부상_기타,환경피해,재산피해
189,2015-084,2015-09-04,10:12:00,LG 하우시스,충북 청주시 흥덕구 옥산면 옥산산단3로 9,충북,청주시 흥덕구,"단열재 생산을 위해 페놀, 파라폼알데히드를 혼합하는 반응기 내 발열로 인해 폭발하면서 건물 외벽이 붕괴사고 발생",시설 결함,기타,페놀,수산화칼륨,파라폼알데하이드,0,0,0,0,,
190,2015-085,2015-09-07,19:17:00,선광신컨테이너터미널 ,인천 연수구 송도동 407,인천,연수구,퍼퓨릴 알콜 컨테이너 내부압력으로 인해 뚜껑부위가 파손되고 내용물 일부가 비산된 사고,시설 결함,기타,퍼퓨릴 알코올,,,0,0,0,0,,
191,2015-086,2015-09-11,4:26:00,,"경기 안산시 단원구 별망로 253, 강남화성 뒤쪽",경기,안산시 단원구,울산 KPX에서 안산 강남화성으로 이동 중이던 탱크로리(16톤) 차량에서 드레인밸브 연결 배관 파손에 의해 폴리프로필렌글리콜 약 200여 리터 유출된 사고,운송차량,누출,폴리프로필렌글리콜,,,0,0,0,0,,
192,2015-087,2015-09-12,9:35:00,경기화학물류,경기 화성시 비봉면 화성로1555번길 25 ,경기,화성시,"옥외탱크(34,000L) 밸브 차단 후 배관수리 점검 작업 중 모터 패킹이상으로 포르말린(38%) 약 100L가 유출된 사고",시설 결함,누출,포르말린,,,0,0,1,0,인근하천 물고기 폐사,
193,2015-088,2015-09-23,9:47:00,명진 케미컬,경북 영천시 청통면 청통로 428-4,경북,영천시,톨루엔 저장탱크(50㎥)에서 소용기(18ℓ)로 소분작업 중 정전기 스파크 발생(소방서 추정)으로 유증기에 발화되어 연소 확대된 화재,안전기준 미준수,화재,톨루엔,,,0,0,1,0,,1116만원
194,2015-089,2015-09-30,10:42:00,대희화학,경기 시흥시 협력로 150,경기,시흥시,"암로디핀베실산(고혈압 의약품 원료) 생산을 위해 반응기에 이소프로필알콜(IPA)을 채운 후 고체상 분말인 암로디핀베이스를 투입하던 과정 중 반응기 내부에 순간적으로 화염이 발생(정전기로 추정)하면서, 투입물질 20～30kg(추정)이 반응기 외부로 유출",시설 결함,누출,암로디핀베실산,이소프로필알콜,,0,0,3,0,,
195,2015-090,2015-10-01,15:13:00,국세청 기술 연구소,서울 마포구 아현동 마포대로 183-27 국세청기술연구소,서울,마포구,질산 운반중 용기부식에 의해 약 2~3리터 유출된 사고,시설 결함,누출,질산,,,0,0,1,0,,
196,2015-091,2015-10-02,15:53:00,강원대학교(춘천),강원 춘천시 강원도대학길 1(효자2동 192-1) 강원도대학교 산림환경과학대 1호관 지하 1층,강원,춘천시,강원대학교 산림환경과학대 1호관 지하 1층 산림자원보호학실험 기기실에서 폼알데하이드 유출로 이상가스 및 냄새 발생,시설 결함,누출,폼알데하이드,,,0,0,0,0,,
197,2015-092,2015-10-07,21:37:00,안전물류센터,경기 용인시 처인구 모현면 오산리 269번지 ㈜안전물류센터,경기,용인시 처인구,유해화학물질보관하는 옥내저장소에서 원인미상의 화재가 발생하여 주변 옥외저장소 등으로 연소 확대된 사고,시설 결함,누출,톨루엔,메탄올,메틸에틸케톤,0,0,1,0,,15000만원
198,2015-093,2015-10-08,17:30:00,한국전력,울산 남구 선암동 태광산업㈜ 울산광역시공장 정문 옆,울산,남구,한국전력공사에서 지중화케이블 공사를 위해 지질조사 지하천공 작업 중 수소배관을 파손시켜 가스가 누출됨,안전기준 미준수,누출,수소,,,0,0,0,0,,
199,2015-094,2015-10-16,11:08:00,플러스 켐텍,경기 이천시 신둔면 수남리 190-1 고척사거리,경기,이천시,"5톤 트럭(인천 84다 9740)이 서이천에서 이천 시내방향으로 진행 중 신호대기 중인 차를 피하려다 도로 우측으로 전도되면서 적재된 수용성 액상 본드원료(물 85%, 폴리비닐알콜 15%) 약 3톤이 유출된 사고",운송차량,누출,폴리비닐알콜,,,0,0,1,0,,
200,2015-095,2015-10-18,16:11:00,한양 대학교 구리병원,경기 구리시 경춘로 153 한양대학교 구리병원 지하2층 변전실,경기,구리시,"병원 지하 2층 변전실의 소방시설 오작동(추정)으로 인해 약 1,500㎡범위에 CO2(68리터 67기)가스가 누출 되어 질식사고 발생",시설 결함,누출,이산화탄소,,,0,0,6,0,,
201,2015-096,2015-10-25,17:57:00,원익머트리얼즈,충북 청주시 청원구 오창읍 각리 654-3 ㈜원익머트리얼즈,충북,청주시 청원구,20톤 저장탱크 중 약 5톤 저장되어있던 암모니아수(98%) 저장탱크에서 플로우미터 파손으로 약 10kg 유출된 사고,시설 결함,누출,암모니아수,,,0,0,2,0,,
202,2015-097,2015-10-26,12:05:00,,경북 상주시 낙동면 신오리 상주터널(하행선 창원방면),경북,상주시,경북 상주시 낙동면 상주터널(창원방면)에서 터널 내 1차로 차선 도색작업 중 약 2km 정체된 상태에서 (주)미래화학 시너 적재차량(3.5톤) 조수석 타이어가 파손되면서 터널 벽면과 추돌 후 전복되면서 스파크가 시너에 착화되어 화재발생 - 착화된 시너가 후속차량(9톤 화물차 등)에 옮겨 붙으면서 화재 확대,운송차량,화재,시너(희석제),,,0,0,20,0,,
203,2015-098,2015-10-28,5:33:00,코리아 에폭시,부산  강서구 녹산산단 165로 14번길 11-14 ㈜코리아에폭시,부산,강서구,야간 작업자가 공장동 내부 1톤 용기에 톨루엔을 담는 과정에서 쇠막대기가 넘어지면서 발생한 불티가 체류된 유증기에 착화되어 폭발 및 화재가 발생하여 주변 공장으로 연소 확대된 사고,안전기준 미준수,화재,톨루엔,,,0,0,1,0,일부 소방용수 송정천 유입,
204,2015-099,2015-11-03,15:49:00,삼성전자반도체,경기 용인시 기흥구 삼성로 1 삼성전자반도체 기흥사업장,경기,용인시 기흥구,작업자가 약품 공급장치 내 황산공급장치(S1-Line CCSS) 상부 파열판 압력센서 설치 후 배관교체 작업을 위해 사진 촬영 중 중심을 잃고 넘어져 배관 및 밸브가(재질 : PFA배관 1.5인치) 파손됨. 손상된 부위로부터 황산 약 200㎖가 누출되어 작업자가 접촉된 사고,안전기준 미준수,누출,황산,,,0,0,1,0,,
205,2015-100,2015-11-05,13:59:00,비에스 씨앤씨,경기 호원IC에서 의정부IC(구리방향) 방면 300m 지점,경기,의정부시,"유해화학물질 등을 실은 운반차량(1톤)이 끼어드는 차량을 피하려고 급회전 중 전복되어 황산구리(약 10kg, 분말), 황산니켈(약 15kg, 분말), 붕산(약 10kg, 분말), 염산(약 5리터, 액상), TCE(약 5리터, 액상)가 도로상에 유·누출된 사고",운송차량,누출,"황산구리, 붕산",황산니켈 ,"염산, TCE",0,0,0,0,,
206,2015-101,2015-11-10,8:22:00,,경기 양주시 백석읍 홍죽리 도로상,경기,양주시,2.5톤 화물차량이 양주시 장흥면에서 백석읍 홍죽리 방면 소사고개 내리막 커브길로 진행도중 전복되면서 적재함에 있던 폴리스타(합성수지제품) 100개(20kg/통)가 도로에 떨어져 유출된 사고,운송차량,누출,불포화폴리에스테르수지,,,0,0,0,0,,
207,2015-102,2015-11-11,17:33:00,안동 대학교,경북 안동시 경동로 1375 안동대학교 자연대1호관 3213호 환경생물학실험실(2층),경북,안동시,안동대학교 자연대1호관 환경생물학실험실(2층)에서 보관중인 클로로포름 보관용기(20리터)의 부식으로 클로로포름 약 6리터(추정)가 산화된 금속용기와 반응하면서 파손되어 유·누출되면서 염소가스가 발생한 사고,시설 결함,누출,클로로포름,,,0,0,0,0,,
208,2015-103,2015-11-11,18:31:00,파텍상사,인천 부평구 청천동 67-38 파텍상사,인천,부평구,"옥외저장시설 내 염화티오닐(200L, 드럼통) 약 20L 소분과정 중 500mL(추정)가 유출되어 물과 반응하여 연기 발생한 사고",안전기준 미준수,누출,염화티오닐,,,0,0,0,0,,
209,2015-104,2015-11-16,0:47:00,이수화학,울산 남구 부곡동 154-5 ㈜이수화학,울산,남구,"연성알킬벤젠(LAB : Linear Alkylbenzen)* 제조공정 드레인 밸브 손상으로 불산이 약 1㎥(불산-0.4㎥, 오일(HCBN)-0.6㎥) 누출된 사고",시설 결함,기타,플루오르화수소,,,0,0,0,0,,
210,2015-105,2015-11-27,8:10:00,회천 초등학교,전남 보성군 회천면 남부관광로 2343 회천초등학교,전남,보성군,교내 실험실 시약보관장에서 시약들간 원인미상의 이상반응으로 연기가 발생한 사고,시설 결함,기타,황산 등 33개 시약,,,0,0,0,0,,
211,2015-106,2015-12-02,13:06:00,인곡산업,경기 화성시 양감면 사창리 808-3 인곡산업,경기,화성시,작업자가 사업장 내 소재배합실(위험물취급소)에서 에탄올과 헥산 배합과정 중 원인미상의 냄새가 발생하여 배풍설비를 작동하는 순간 폭발한 사고,안전기준 미준수,폭발,에탄올,에탄올,헥산,0,0,1,0,,1050만원
212,2015-107,2015-12-13,17:41:00,폐기물 공동수거 운영기구㈜,"인천 연수구 동춘동 913-2, 폐기물 공동수거운영기구㈜",인천,연수구,"인천 연수구 “폐기물 공동수거 운영기구㈜”에서 원인 미상의 물질(산, 알카리, 유기용제류 추정)을 약 2m2의 용기에 불법 혼합 저장과정 중 이상반응에 따른 흄 발생으로 작업중이던 인부(3명)가 질식하여 병원으로 후송된 사건",시설 결함,기타,황화수소,일산화탄소,,0,0,3,0,,
213,2015-108,2015-12-18,14:39:00,강원대학교(삼척),강원 삼척시 교동 268-6(강원도대 삼척캠퍼스 제4공학관 307호),강원,삼척시,폐액 저장용기(18L)에서 미상의 물질이 이상 반응하여 폐액 유출 및 흄이 발생한 사고(건물외부 액상 유출 없음),시설 결함,기타,폐액,,,0,0,3,0,,
214,2015-109,2015-12-23,16:40:00,존슨매티 카탈리스트코리아,경기 화성시 장안면 장안공단6길 49 존슨매티 카탈리스트코리아,경기,화성시,고압가스 저장소내 암모니아 압력용기(50kg) 용접부위 파손으로 인해 암모니아가 누출된 사고,시설 결함,누출,암모니아,,,0,0,0,0,,
215,2015-110,2015-12-26,12:00:00,군포 G샘병원,"경기 군포시 당동 730, 군포G샘병원",경기,군포시,G샘병원 6층(수술실 층) 보관실 안에 있던 폼알데하이드 보관용기(5L)의 코크불량(추정)으로 폼알데하이드 소량(0.5L) 유출(군포소방서 보고서),시설 결함,누출,폼알데하이드,,,0,0,0,0,,
216,2015-111,2015-12-28,13:02:00,삼강 신소재,경기 안산시 단원구 별망로 34,경기,안산시 단원구,㈜삼강신소재 공장내에서 가성소다(25%)를 1톤 탱크에서 저장탱크로 이송하기위해 펌프를 가동 시켰으나 기온강하로 가동이 되지 않아 펌프 내 에어 제거중 소량(약2ℓ)의 가성소다 유출로 작업자 2인의 안면부에 비산된 사고,시설 결함,누출,수산화나트륨,,,0,0,2,0,,
217,2015-112,2015-12-31,10:13:00,엠앤이,"경기 용인시 기흥구 탑실로 58번길 11, ㈜엠앤이",경기,용인시 기흥구,경기도 용인시 ㈜엠앤이에서 작업라인 파열로 과산화수소(35%)가 작업자의 안면부에 비산되어 화상환자 발생,시설 결함,누출,과산화수소,,,0,0,1,0,,
218,2015-113,2015-12-31,10:53:00,이화산업,전남 영암군 삼호읍 난전리 1697-4 이화산업,전남,영암군,규산나트륨 제조공정 여과기(원통형)에서 압력이 새는 것을 막음 조치 중 과압에 의해 여과기 폭발로 발생한 사고로 추정,시설 결함,폭발,규산나트륨,,,1,0,1,0,,
219,2015-114,2015-09-18,,남도아크릴,경기 이천시 진상미로 1730,경기,이천시,10:00경 작업 중 부주의로 메틸메타크릴에이트 약 50L 누출,안전기준 미준수,누출,메틸메타크릴레이트,,,0,0,0,0,인근하천 물고기 폐사,
220,2016-001,2016-01-04,13:53:00,한국화공,충남 서산시 성연면 명천리 81-10 인근 명천교차로,충남,서산시,"24톤 탱크로리 차량이 1,3-부타디엔(18톤)을 한화토탈에서 전주 한솔케미칼로 운송중 운전자 부주의로 명천교차로 커브길에서 중심을 잃고 전복된 사고",운송차량,누출,"1,3-부타디엔",,,0,0,0,1,,
221,2016-002,2016-01-10,11:52:00,버드켐,경기 화성시 팔탄면 고주동방길 16-27 버드켐,경기,화성시,"버드켐에서 작업중 폭발음과 함께 연기, 화염생기며 원인미상의 대형화재 발생",시설 결함,화재,톨루엔,자일렌,MEK,0,0,0,0,,28544만원
222,2016-003,2016-01-11,3:31:00,알맥스,인천 남동구 남촌동 613-13 ㈜알맥스,인천,남동구,"원인미상의 화재 진압 완료 후 사업장 내 황산, 인산 저장탱크 발견하였으나 탱크 내 물질은 화재 중 전소하였고 유해화학물질이 섞인 소방용수는 공장외부로 유출된 사고",시설 결함,누출,황산,인산,,0,0,0,0,,
223,2016-004,2016-01-11,13:53:00,인바이오믹스,충북 제천시 송학면 도화리 333-1 ㈜ 인바이오믹스,충북,제천시,"유황합제 제조과정에서 반응기(10톤) 내 황, 생석회, 물이 이상 발열반응으로 압력 상승하여 폭발 후 황화수소 가스가 발생한 사고",시설 결함,누출,황,황화수소,,0,0,0,2,,
224,2016-005,2016-01-13,2:57:00,해성특수,경북 문경시 문경읍 각서리 산 40-1 중부내륙고속도로(창원방면) 문경새재터널 1.6km 지점,경북,문경시,"중부내륙고속도로 문경새재터널(창원방면) 1.6km 지점에서 염산 탱크로리(22ton)가 뒷바퀴 고장으로 갓길에 정차해 있던 택배트럭(11ton, 장난감 운송) 후면을 추돌(졸음운전)",운송차량,누출,염산,,,0,0,0,1,유출된 염산일부 우수로를 통해 터널 외부 유출,
225,2016-006,2016-01-19,2:51:00,대륜상운,전남 장성군 북일면 호남고속도로 장성에서 백양사 방향(순천기점 상행선 104km),전남,장성군,"LG화학(나주공장)에서 출발한 25톤 탱크로리 차량(운송사 : 대륜상운)이 LGflex GL500(제품) 19,990리터를 적재하여 포천으로 운송 중 눈길에 미끄러지면서 중앙분리대 충돌 후 전복되면서 LGflex GL500(약 600리터) 유출된 사고",운송차량,누출,LGflex GL500,,,0,0,0,0,,
226,2016-007,2016-01-20,9:47:00,무진전자,경기 안산시 상록구 사동 1271-11 경기테크노파크 811호무진전자㈜ 실험실,경기,안산시 상록구,"전자재료 식각액*(황산, 질산, 불산, 에칭보조제 함유 제품)을 폐액처리를 위해 폐액통(과산화수소 20 L 용기) 에 넣는 과정 중 통내 남아있던 소량의 과산화수소와 반응하여 폭발한 것으로 추정",안전기준 미준수,폭발,황산,질산,,0,0,0,38,,
227,2016-008,2016-01-22,16:29:00,GS칼텍스광하 주유소,강원 정선군 정선읍 정선로 1045 강원도레미콘 인근 도로,강원,정선군,42번국도에서 1톤 유조차량이 전복되어 등유 500리터 유출,운송차량,누출,등유,,,0,0,0,0,,
228,2016-009,2016-01-30,19:07:00,화류테크,"경북 경주시 외동읍 석계리 1317-5, ㈜화류테크",경북,경주시,염산 교반기에 주석을 넣어 세척하는 과정중 과량의 주석 투입으로 인해 교반기 내 과량의 가스가 발생하여 배기관이 파손된 사고,안전기준 미준수,기타,염산,,,0,0,1,0,,
229,2016-010,2016-02-03,17:28:00,하나화학,"경북 경산시 남천면 남천로 421-44, 하나화학",경북,경산시,소부신나 제조 과정중 배합탱크에 남아있던 800리터 용액(소부신나)이 원인미상으로 폭발한 사고,안전기준 미준수,폭발,톨루엔,메탄올,,0,0,0,0,,
230,2016-011,2016-02-04,13:50:00,한금,경북 포항시 남구 장흥동 1874 ㈜한금,경북,포항시 남구,소둔로(燒鈍爐)*에 연결된 수소배관의 체결상태 불량으로 교체 용접 작업 중 잔류 수소가스 압력에 의한 수소배관 파손(추정)으로 인명피해가 발생,안전기준 미준수,폭발,수소,,,0,0,2,0,,
231,2016-012,2016-02-16,16:41:00,경기보건환경 연구원,경기 의정부시 신곡동 797 경기보건환경연구원 식품분석실험실,경기,의정부시,연구실 내 질산용기의 낙하로 질산이 바닥에 유출되고 인명피해가 발생한 사고,안전기준 미준수,누출,질산,,,0,0,1,0,,
232,2016-013,2016-02-20,10:17:00,대원여객,경기 가평군 청풍면 대성리 804-5 대원여객 고속차고지,경기,가평군,"대원여객 고속차고지 내 자가주유소에 매설된 지하탱크(경유50,000ℓx 4EA) 중 1기에 이동탱크로리(경유20,000ℓ) 운전자에 의해 유류 보충작업 중경유 약 3,500ℓ가 넘쳐 도로상으로 흘러 지나가던 차량에 의해 착화 (추정)되어 차량 1대 소실 및 유류화재 발생. (소방 화재보고서 기준)",안전기준 미준수,누출,경유,,,0,0,0,0,,
233,2016-014,2016-02-28,18:12:00,삼우화학,인천 서구 석남2동 223-256 ㈜삼우화학,인천,서구,염화 제일철 저장탱크 하단부 기초부위 파손으로 인근 알루미늄가공 사업장으로 염화제일철이 유출된 사고(추정),시설 결함,누출,염화제일철,알루미늄,,0,0,0,0,,
234,2016-015,2016-02-29,16:15:00,한국소방기구 제작소,경북 군위군 군위읍 군위공단길 84-11 한국소방기구제작소,경북,군위군,분말소화기 제조 공장 저장탱크 용접 작업중 톨루엔 유증기(추정)에 착화되어 탱크가 폭발한 사고,안전기준 미준수,폭발,톨루엔,,,1,0,2,0,,
235,2016-016,2016-03-05,11:13:00,한화 온산공장,"울산 울주군 온산읍 산남길 32, ㈜한화 온산공장",울산,울주군,질산제조공정의 질소산화물 냉각 응축기의 레벨게이지 전단 플랜지가스킷에서 질산 및 질소산화물이 약 70kg 누출된 사고,안전기준 미준수,누출,질산,,,0,0,0,0,,
236,2016-017,2016-03-11,7:25:00,대송화물,전북 군산시 산단로 109-8 건물 앞 사거리,전북,군산시,"페인트 운반트럭(경북86바1391, 4.5톤 카고트럭)과 덤프차량(25톤) 추돌로 운반트럭에 적재된 1.5톤 IBC용기 2개가 도로로 떨어지면서 뚜껑부분 파손으로 도로상에 페인트가 약 500L 유출된 사고",운송차량,누출,크롬산스트론티움,,,0,0,0,0,,
237,2016-018,2016-03-13,8:04:00,한정특수,충남 서천군 서면 원두리 852-5,충남,서천군,금호미쓰이(여수)에서 서광냉업(서천)으로 운송중이던 염산(35%) 탱크로리(26.5톤)가 논으로 전복되어 약 11톤 유출된 사고,운송차량,누출,염산,,,0,0,2,1,,
238,2016-019,2016-03-13,17:10:00,부곡스텐,부산  강서구 대저로 41 (대저1동) ㈜부곡스텐 공장,부산,강서구,"스텐레스제품(파이프 등)생산 공장으로 제품 부식방지를 위한 암모니아가스를 취급하면서, 작업자가 암모니아가스 용기의 벨브 이상으로 별도 보관한 암모니아가스 용기(50kg) 1기의 가스누출 폭발로 작업자 1명부상",안전기준 미준수,폭발,암모니아,,,0,0,1,0,,
