연번,시도,시군구,읍면동,리,지번,(위도)도,(위도)분,(위도)초,(경도)도,(경도)분,(경도)초,취약지역유형,지정면적(제곱미터),데이터기준일자
245,경상북도,포항시 북구,죽장면,방흥리,531전,36,11,14.417,129,6,0.597,산사태,1404,2026-06-04
246,경상북도,포항시 북구,죽장면,상사리,산113임,36,14,35.868,129,6,4.290,토석류,101,2026-06-04
247,경상북도,포항시 북구,죽장면,합덕리,산217임,36,11,57.035,129,6,17.254,토석류,566,2026-06-04
248,경상북도,포항시 북구,죽장면,합덕리,산157임,36,12,0.403,129,6,30.558,산사태,594,2026-06-04
249,경상북도,포항시 북구,죽장면,합덕리,산157임,36,12,0.335,129,6,30.519,토석류,218,2026-06-04
250,경상북도,포항시 북구,죽장면,석계리,산203-1임,36,12,38.962,129,6,36.611,토석류,905,2026-06-04
251,경상북도,포항시 북구,죽장면,합덕리,산173-1임,36,12,18.324,129,7,6.208,토석류,155,2026-06-04
252,경상북도,포항시 북구,죽장면,합덕리,산182임,36,12,12.572,129,7,25.785,토석류,200,2026-06-04
253,경상북도,포항시 북구,죽장면,석계리,산1-1임,36,12,56.782,129,8,23.962,토석류,229,2026-06-04
254,경상북도,포항시 북구,죽장면,가사리,산32임,36,12,0.242,129,8,52.529,토석류,453,2026-06-04
255,경상북도,포항시 북구,죽장면,매현리,산130임,36,11,6.567,129,8,7.838,산사태,286,2026-06-04
256,경상북도,포항시 북구,죽장면,가사리,산79임,36,11,26.199,129,9,19.010,토석류,231,2026-06-04
257,경상북도,포항시 북구,죽장면,가사리,산79임,36,11,24.092,129,9,28.047,토석류,625,2026-06-04
258,경상북도,포항시 북구,죽장면,가사리,산2-1,36,13,2.865,129,11,12.931,토석류,2206,2026-06-04
259,경상북도,포항시 북구,죽장면,상옥리,산215-5임,36,13,49.978,129,12,27.532,토석류,603,2026-06-04
260,경상북도,포항시 북구,죽장면,상옥리,산20임,36,12,46.582,129,12,30.264,토석류,336,2026-06-04
261,경상북도,포항시 북구,죽장면,상옥리,산20임,36,12,51.555,129,12,32.930,토석류,42,2026-06-04
262,경상북도,포항시 북구,죽장면,상옥리,산117-3임,36,15,17.558,129,13,30.883,토석류,664,2026-06-04
263,경상북도,포항시 북구,죽장면,하옥리,산7-1임,36,16,2.240,129,14,15.005,산사태,1474,2026-06-04
264,경상북도,포항시 북구,죽장면,하옥리,산56-2임,36,17,18.193,129,14,35.021,토석류,780,2026-06-04
265,경상북도,포항시 북구,신광면,마북리,산90임,36,11,35.883,129,14,39.668,토석류,528,2026-06-04
266,경상북도,포항시 북구,신광면,마북리,666구,36,11,4.462,129,15,10.252,토석류,229,2026-06-04
267,경상북도,포항시 북구,청하면,명안리,613-38천,36,11,14.950,129,17,38.633,토석류,808,2026-06-04
268,경상북도,포항시 북구,청하면,청계리,산17임,36,13,37.189,129,18,42.106,토석류,533,2026-06-04
269,경상북도,포항시 북구,청하면,청계리,산17임,36,13,34.633,129,18,45.612,토석류,818,2026-06-04
270,경상북도,포항시 북구,송라면,중산리,산1-10임,36,14,54.959,129,19,13.061,토석류,376,2026-06-04
271,경상북도,포항시 북구,송라면,중산리,산1-10임,36,15,8.872,129,19,13.520,토석류,729,2026-06-04
272,경상북도,포항시 북구,송라면,중산리,산14임,36,14,18.846,129,20,1.008,토석류,667,2026-06-04
273,경상북도,포항시 북구,죽장면,두마리,산188구,36,10,12.299,129,0,27.500,토석류,3016.26,2026-06-04
274,경상북도,포항시 북구,죽장면,두마리,산76임,36,10,18.699,129,0,37.700,토석류,2853,2026-06-04
275,경상북도,포항시 북구,죽장면,두마리,산72임,36,10,19.699,129,0,42.700,토석류,1040,2026-06-04
276,경상북도,포항시 북구,죽장면,두마리,산86,36,10,7.524,129,0,48.655,토석류,1000,2026-06-04
277,경상북도,포항시 북구,죽장면,두마리,1301,36,10,10.333,129,0,49.753,토석류,8065,2026-06-04
278,경상북도,포항시 북구,죽장면,두마리,1301,36,10,20.399,129,0,52.400,토석류,1156,2026-06-04
279,경상북도,포항시 북구,죽장면,두마리,1349,36,10,16.799,129,0,57.500,토석류,2310,2026-06-04
280,경상북도,포항시 북구,죽장면,두마리,산165,36,10,17.391,129,1,15.780,토석류,863000,2026-06-04
281,경상북도,포항시 북구,죽장면,두마리,산169구,36,10,20.199,129,1,25.000,토석류,1427.85,2026-06-04
282,경상북도,포항시 북구,죽장면,두마리,산100,36,9,48.103,129,1,36.924,토석류,251000,2026-06-04
283,경상북도,포항시 북구,죽장면,두마리,산159,36,9,24.472,129,2,9.744,토석류,0,2026-06-04
284,경상북도,포항시 북구,죽장면,현내리,산25임,36,11,10.854,129,4,9.175,산사태,4214,2026-06-04
285,경상북도,포항시 북구,죽장면,지동리,산39-1,36,8,14.673,129,4,29.723,산사태,1000,2026-06-04
286,경상북도,포항시 북구,죽장면,일광리,산17임,36,9,52.499,129,4,34.100,토석류,2174,2026-06-04
287,경상북도,포항시 북구,죽장면,현내리,산67,36,10,59.362,129,4,42.184,토석류,712,2026-06-04
288,경상북도,포항시 북구,죽장면,일광리,산50임,36,9,39.723,129,4,44.314,산사태,1737,2026-06-04
289,경상북도,포항시 북구,죽장면,지동리,산62임,36,7,21.998,129,4,47.041,토석류,4151,2026-06-04
290,경상북도,포항시 북구,죽장면,지동리,산1-1,36,7,21.063,129,5,8.790,토석류,0,2026-06-04
291,경상북도,포항시 북구,죽장면,지동리,산4-1임,36,7,48.799,129,5,32.200,토석류,1248,2026-06-04
292,경상북도,포항시 북구,죽장면,입암리,872,36,9,26.567,129,5,49.931,토석류,1980,2026-06-04
293,경상북도,포항시 북구,죽장면,입암리,872구,36,9,24.499,129,5,55.600,토석류,1352,2026-06-04
294,경상북도,포항시 북구,죽장면,정자리,689,36,8,3.899,129,5,57.500,토석류,1564,2026-06-04
295,경상북도,포항시 북구,기계면,남계리,산15-1임,36,6,1.000,129,6,12.999,산사태,1319,2026-06-04
296,경상북도,포항시 북구,기계면,남계리,653-3,36,5,59.666,129,6,37.019,토석류,0,2026-06-04
297,경상북도,포항시 북구,기계면,남계리,산11-1,36,6,7.235,129,6,47.960,토석류,2302,2026-06-04
298,경상북도,포항시 북구,죽장면,감곡리,산68임,36,8,12.225,129,7,2.990,토석류,3174,2026-06-04
299,경상북도,포항시 북구,죽장면,매현리,산93임,36,10,40.358,129,7,6.433,토석류,887,2026-06-04
300,경상북도,포항시 북구,기계면,남계리,675천,36,5,18.000,129,7,6.999,토석류,1249,2026-06-04
301,경상북도,포항시 북구,기계면,가안리,1136-1천,36,7,13.357,129,7,20.697,토석류,195,2026-06-04
302,경상북도,포항시 북구,죽장면,침곡리,산77임,36,9,57.799,129,7,34.900,토석류,2854,2026-06-04
303,경상북도,포항시 북구,기계면,가안리,1136-1천,36,7,33.099,129,7,41.400,토석류,741,2026-06-04
304,경상북도,포항시 북구,죽장면,침곡리,산87임,36,10,8.499,129,7,53.200,토석류,1250,2026-06-04
305,경상북도,포항시 북구,죽장면,침곡리,산30-2임,36,10,1.499,129,7,53.800,토석류,1250,2026-06-04
306,경상북도,포항시 북구,기계면,가안리,산2임,36,6,47.999,129,7,51.000,토석류,1878,2026-06-04
307,경상북도,포항시 북구,죽장면,매현리,산38임,36,10,57.499,129,8,1.500,토석류,1249,2026-06-04
308,경상북도,포항시 북구,죽장면,침곡리,산105-1임,36,10,14.799,129,8,24.600,토석류,1250,2026-06-04
309,경상북도,포항시 북구,기계면,인비리,산30,36,5,13.814,129,8,26.495,토석류,1000,2026-06-04
310,경상북도,포항시 북구,기계면,구지리,산5임,36,6,27.000,129,8,37.000,토석류,4639,2026-06-04
311,경상북도,포항시 북구,기계면,인비리,1321-72,36,5,2.054,129,8,48.450,토석류,1199,2026-06-04
312,경상북도,포항시 북구,기북면,관천리,587-1천,36,7,39.448,129,8,57.498,토석류,230,2026-06-04
313,경상북도,포항시 북구,기계면,인비리,산95,36,4,44.943,129,8,59.623,토석류,1000,2026-06-04
314,경상북도,포항시 북구,기북면,관천리,산21,36,7,22.133,129,9,6.531,산사태,587,2026-06-04
315,경상북도,포항시 북구,기계면,인비리,산60,36,4,51.436,129,9,8.731,토석류,925000,2026-06-04
316,경상북도,포항시 북구,기북면,대곡리,1497-1임,36,6,23.800,129,9,16.100,토석류,3174,2026-06-04
317,경상북도,포항시 북구,기계면,지가리,산85-1,36,05,43.68,129,09,48.86,산사태,0,2026-06-04
318,경상북도,포항시 북구,기계면,봉계리,산69-8임,36,3,44.499,129,9,57.700,토석류,4174,2026-06-04
319,경상북도,포항시 북구,기계면,봉계리,산69-1임,36,3,48.999,129,10,7.400,토석류,1250,2026-06-04
320,경상북도,포항시 북구,기북면,율산리,산101임,36,7,24.799,129,10,18.300,토석류,497,2026-06-04
321,경상북도,포항시 북구,기북면,대곡리,1569-8구,36,7,2.500,129,10,24.099,토석류,2176,2026-06-04
322,경상북도,포항시 북구,기북면,율산리,산93-1임,36,7,28.999,129,10,37.000,토석류,2287,2026-06-04
323,경상북도,포항시 북구,기북면,대곡리,1569-9구,36,6,48.742,129,10,36.917,토석류,189,2026-06-04
324,경상북도,포항시 북구,기북면,오덕리,산72-3임,36,9,0.099,129,10,47.800,토석류,3250,2026-06-04
325,경상북도,포항시 북구,기계면,지가리,산51-1임,36,5,50.000,129,10,45.999,토석류,3419,2026-06-04
326,경상북도,포항시 북구,기북면,율산리,1185외 1,36,7,27.291,129,10,50.766,산사태,140,2026-06-04
327,경상북도,포항시 북구,기북면,율산리,1172-1,36,7,47.599,129,10,54.400,산사태,100,2026-06-04
328,경상북도,포항시 북구,기북면,오덕리,산33임,36,10,15.299,129,11,1.600,토석류,1250,2026-06-04
329,경상북도,포항시 북구,기북면,율산리,1172-1,36,7,49.399,129,11,4.900,토석류,864,2026-06-04
330,경상북도,포항시 북구,기북면,탑정리,904-1천,36,9,12.199,129,11,15.500,산사태,80,2026-06-04
331,경상북도,포항시 북구,기계면,문성리,산8-1임,36,3,44.499,129,11,13.600,토석류,2349,2026-06-04
332,경상북도,포항시 북구,기계면,지가리,산30-1임,36,5,30.000,129,11,18.999,토석류,1249,2026-06-04
333,경상북도,포항시 북구,기북면,율산리,산53임,36,8,2.599,129,11,27.200,토석류,2135.2,2026-06-04
334,경상북도,포항시 북구,기계면,현내리,1153-95 천,36,4,41.599,129,11,53.500,토석류,5390,2026-06-04
335,경상북도,포항시 북구,기계면,계전리,산66임,36,6,28.099,129,12,0.200,토석류,3743,2026-06-04
336,경상북도,포항시 북구,기북면,성법리,986천,36,10,8.099,129,12,23.900,토석류,1698,2026-06-04
337,경상북도,포항시 북구,기북면,탑정리,900-2,36,8,54.123,129,12,34.302,토석류,0,2026-06-04
338,경상북도,포항시 북구,기계면,계전리,산173,36,5,53.333,129,12,42.583,토석류,526,2026-06-04
339,경상북도,포항시 북구,기계면,화봉리,896-8,36,5,0.044,129,12,46.995,토석류,6889,2026-06-04
340,경상북도,포항시 북구,기계면,화봉리,896구,36,5,19.799,129,12,52.300,토석류,1113.2,2026-06-04
341,경상북도,포항시 북구,기계면,화대리,산28임,36,4,44.999,129,12,57.100,토석류,4091,2026-06-04
342,경상북도,포항시 북구,기계면,화봉리,산3,36,5,27.975,129,13,16.064,토석류,0,2026-06-04
343,경상북도,포항시 북구,기계면,미현리,산142-1임,36,6,37.108,129,13,17.793,토석류,614,2026-06-04
344,경상북도,포항시 북구,기계면,미현리,산107-1,36,07,04.53,129,13,19.21,산사태,1130,2026-06-04
345,경상북도,포항시 북구,기계면,화봉리,산1-1임,36,5,13.899,129,13,27.600,토석류,2928,2026-06-04
346,경상북도,포항시 북구,기계면,화대리,산7-1,36,4,42.362,129,13,37.479,산사태,7538,2026-06-04
347,경상북도,포항시 북구,기계면,내단리,1109-23외 2,36,3,46.099,129,13,53.800,토석류,1764.4,2026-06-04
348,경상북도,포항시 북구,신광면,흥곡리,산99-1임,36,5,37.111,129,14,5.665,토석류,3217,2026-06-04
349,경상북도,포항시 북구,기계면,성계리,산1임,36,3,8.899,129,14,3.600,토석류,1250,2026-06-04
350,경상북도,포항시 북구,신광면,흥곡리,산39임,36,6,22.600,129,14,18.300,토석류,2389,2026-06-04
351,경상북도,포항시 북구,신광면,흥곡리,산59-1임,36,6,15.199,129,14,22.500,토석류,3105,2026-06-04
352,경상북도,포항시 북구,신광면,죽성리,산10-1임,36,8,17.599,129,14,26.100,토석류,1250,2026-06-04
353,경상북도,포항시 북구,기계면,내단리,산21-1임,36,4,0.199,129,14,22.300,토석류,3934,2026-06-04
354,경상북도,포항시 북구,신광면,상읍리,산21-1임,36,8,48.199,129,14,32.800,토석류,1250,2026-06-04
355,경상북도,포항시 북구,기계면,내단리,산9임,36,4,24.299,129,14,34.100,토석류,940,2026-06-04
356,경상북도,포항시 북구,신광면,기일리,1206구,36,10,27.741,129,14,49.523,토석류,205,2026-06-04
357,경상북도,포항시 북구,신광면,흥곡리,735답,36,4,52.000,129,14,47.000,토석류,4980,2026-06-04
358,경상북도,포항시 북구,신광면,기일리,1203구,36,10,37.918,129,14,58.884,토석류,353,2026-06-04
359,경상북도,포항시 북구,신광면,우각리,1018-1천,36,6,13.980,129,15,50.724,토석류,85,2026-06-04
360,경상북도,포항시 북구,신광면,우각리,산78,36,6,8.276,129,15,52.055,토석류,1500,2026-06-04
361,경상북도,포항시 북구,신광면,우각리,산75구,36,6,25.275,129,16,10.620,토석류,3360,2026-06-04
362,경상북도,포항시 북구,신광면,토성리,산22임,36,7,1.199,129,16,13.700,토석류,2902,2026-06-04
363,경상북도,포항시 북구,신광면,냉수리,산108구,36,4,58.511,129,16,12.201,토석류,1867,2026-06-04
364,경상북도,포항시 북구,신광면,토성리,산22임,36,7,10.899,129,16,21.500,토석류,3228,2026-06-04
365,경상북도,포항시 북구,신광면,호리,산108구,36,8,16.934,129,16,54.129,토석류,275,2026-06-04
366,경상북도,포항시 북구,청하면,명안리,산65-5임,36,10,43.565,129,17,13.483,토석류,1464,2026-06-04
367,경상북도,포항시 북구,신광면,호리,산44-2임,36,8,17.371,129,17,11.261,토석류,1949,2026-06-04
368,경상북도,포항시 북구,흥해읍,학천리,산135번지,36,04,42.4,129,17,16.2,산사태,400,2026-06-04
369,경상북도,포항시 북구,청하면,명안리,산42-1임,36,10,39.699,129,17,24.500,토석류,1250,2026-06-04
370,경상북도,포항시 북구,흥해읍,매산리,산73,36,5,53.698,129,17,30.109,토석류,1630,2026-06-04
371,경상북도,포항시 북구,흥해읍,매산리,산53-1,36,5,55.358,129,17,35.256,토석류,8828,2026-06-04
372,경상북도,포항시 북구,흥해읍,매산리,산44-1,36,6,1.098,129,17,35.841,토석류,2850,2026-06-04
373,경상북도,포항시 북구,흥해읍,덕성리,산56,36,9,17.538,129,17,40.594,토석류,0,2026-06-04
374,경상북도,포항시 북구,흥해읍,덕성리,산72임,36,9,12.656,129,17,43.117,토석류,5892,2026-06-04
375,경상북도,포항시 북구,흥해읍,매산리,산35,36,6,20.171,129,18,2.665,토석류,2036,2026-06-04
376,경상북도,포항시 북구,흥해읍,대련리,산289,36,3,59.131,129,18,8.099,토석류,737000,2026-06-04
377,경상북도,포항시 북구,흥해읍,덕성리,산99,36,8,56.673,129,18,16.457,토석류,3013,2026-06-04
378,경상북도,포항시 북구,흥해읍,매산리,산19-3,36,6,39.060,129,18,13.994,토석류,4936,2026-06-04
379,경상북도,포항시 북구,흥해읍,학천리,산27-5,36,04,54.70,129,18,12.91,산사태,0,2026-06-04
380,경상북도,포항시 북구,흥해읍,학천리,796외1,36,4,50.498,129,17,11.231,산사태,1430,2026-06-04
381,경상북도,포항시 북구,흥해읍,학천리,산29-1외 4필,36,4,48.808,129,18,13.124,산사태,13305,2026-06-04
382,경상북도,포항시 북구,흥해읍,초곡리,산88-1임,36,5,7.690,129,18,27.506,산사태,1645,2026-06-04
383,경상북도,포항시 북구,흥해읍,학천리,산140구,36,4,41.599,129,18,28.700,토석류,1317,2026-06-04
384,경상북도,포항시 북구,흥해읍,이인리,산97임,36,4,7.499,129,18,31.200,토석류,3663,2026-06-04
385,경상북도,포항시 북구,흥해읍,대련리,1189,36,2,52.224,129,18,48.912,토석류,774,2026-06-04
386,경상북도,포항시 북구,흥해읍,이인리,산213,36,3,55.499,129,18,53.900,토석류,2850,2026-06-04
387,경상북도,포항시 북구,흥해읍,양백리,산22임,36,8,2.568,129,19,24.345,토석류,2866,2026-06-04
388,경상북도,포항시 북구,흥해읍,대련리,산152,36,2,44.983,129,19,44.379,토석류,805,2026-06-04
389,경상북도,포항시 북구,흥해읍,대련리,1132-1천,36,3,22.899,129,19,50.500,토석류,476,2026-06-04
